first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,customer_id
Joshua,Graham,gallagherjoanna@example.org,001-890-674-7296,18.0,Oran,2025-02-26,Standard,517.0,5447.27,CUST_01002
Audrey,Sanders,hartangela@example.net,547.648.5994x641,33.0,Oran,2024-02-05,Premium,625.0,4869.22,CUST_01003
John,Combs,jamie98@example.net,264-498-0445,23.0,Biskra,2025-04-13,Basic,514.0,3883.55,CUST_01004
Nancy,Murphy,davidclay@example.org,(262)270-6648,66.0,Biskra,2023-05-27,Standard,516.0,9014.46,CUST_01005
Amanda,King,carrilloaaron@example.net,001-583-905-7488,18.0,Blida,2025-05-13,Basic,594.0,13537.01,CUST_01006
Julia,Rodriguez,robert30@example.org,750.500.3056x619,42.0,Algiers,2025-08-06,Standard,675.0,5940.370000000001,CUST_01007
Stephanie,Hughes,grantkatrina@example.org,984.467.9087x018,30.0,Sétif,2025-07-01,Standard,558.0,611.71,CUST_01008
Linda,Johnson,ronaldoneal@example.org,2348444299,44.0,Sidi Bel Abbès,2023-09-08,Basic,673.0,1455.3,CUST_01009
Matthew,Henderson,xcardenas@example.org,706-822-1559x9672,27.0,Constantine,2023-06-01,Standard,524.0,5916.81,CUST_01010
Melissa,Martinez,missing,+1-747-504-7476x4845,43.0,Tlemcen,2024-03-05,Standard,646.0,9613.66,CUST_01011
George,Charles,amandaedwards@example.com,224-255-3129,37.0,Annaba,2024-01-18,Standard,766.0,5125.77,CUST_01012
Dominique,Potts,noblekimberly@example.org,001-727-772-6488x39585,33.0,Constantine,2023-05-29,Standard,750.0,1853.13,CUST_01013
Elizabeth,Jackson,donald51@example.com,285-775-9171,28.0,Algiers,2024-06-13,Premium,598.0,0.0,CUST_01014
Dana,Cox,greenshawn@example.com,735.635.2478x4171,44.0,Tlemcen,2024-03-29,Standard,559.0,10244.23,CUST_01015
Jordan,Boone,benjaminhall@example.net,+1-303-531-8361,36.0,Annaba,2025-05-04,Basic,669.0,3266.59,CUST_01016
Adriana,Burke,ronaldjohnson@example.com,882.481.5278x73048,37.0,Batna,2024-11-30,Standard,564.0,4507.33,CUST_01017
Lawrence,Martinez,ricky35@example.net,878.901.8915,24.0,Annaba,2023-09-28,Premium,587.0,21897.43,CUST_01018
Molly,Crawford,yramos@example.org,001-669-814-3362,25.0,Sétif,2023-08-26,Standard,433.0,5961.01,CUST_01019
Rebecca,Williams,norrisdaniel@example.net,+1-385-873-9083x521,34.0,Biskra,2023-09-26,Standard,803.0,21078.12,CUST_01020
Karl,Santos,ghill@example.net,799-479-5728x5759,31.0,Biskra,2025-02-02,Standard,646.0,2551.9700000000003,CUST_01021
Megan,Williams,charlesmcgee@example.com,001-289-712-4883x9717,50.0,Tlemcen,2024-06-13,Premium,552.0,18009.82,CUST_01022
ruth,Baker,lisa43@example.com,728.868.1123x0388,65.0,Biskra,2023-03-17,Standard,604.0,30129.82,CUST_01023
Christopher,Sanchez,fflowers@example.com,490-809-9217x79055,27.0,Sétif,2024-08-14,Basic,648.0,9759.99,CUST_01024
Jeffrey,Mccormick,burtondiane@example.net,380.270.5326x01193,23.0,Annaba,2025-09-27,Basic,778.0,4697.639999999999,CUST_01025
Amanda,Farrell,pparker@example.com,(313)260-9085x818,31.0,Blida,2023-11-06,Standard,671.0,2800.63,CUST_01026
Natasha,Evans,eclark@example.com,001-887-536-6271x358,40.0,Annaba,2023-12-04,Standard,788.0,6757.88,CUST_01027
Lauren,Brown,missing,554-973-1566,31.0,Tlemcen,2023-06-03,Standard,513.0,2541.41,CUST_01028
Michael,Wiley,jamesjohn@example.net,+1-802-883-7727x028,35.0,Sétif,2022-11-17,Standard,767.0,7599.24,CUST_01029
Robin,Phillips,grayjonathan@example.org,001-861-601-9753x584,30.0,Algiers,2025-10-15,Basic,850.0,4038.82,CUST_01030
Tabitha,Johnson,taylortina@example.org,927-363-6281x444,18.0,Biskra,2025-02-16,Standard,651.0,8975.6,CUST_01031
Jerry,Stewart,sarajohnston@example.net,4676649092,33.0,TLEMCEN,2024-05-23,Premium,690.0,6793.97,CUST_01032
Kathy,Pitts,daniel35@example.net,001-372-871-7430x6881,37.0,Blida,2025-03-11,Standard,588.0,5221.919999999999,CUST_01033
Kathy,Johnson,stacey98@example.net,587-538-7758,26.0,Annaba,2024-01-29,Standard,629.0,22.87,CUST_01034
Kathleen,Cole,clinton09@example.org,+1-715-638-6028x262,29.0,Constantine,2025-10-09,Standard,754.0,20202.92,CUST_01035
Sandra,Jones,michellehall@example.org,+1-905-677-2044x100,34.0,Oran,2024-07-23,Standard,763.0,4250.12,CUST_01036
Erik,Watson,missing,+1-979-441-2248x709,37.0,Sétif,2025-10-24,Basic,633.0,11197.5,CUST_01037
Michelle,Andrews,isaacbrooks@example.com,222-240-4326x1189,25.0,Annaba,2023-10-12,Basic,719.0,7385.3,CUST_01038
Alicia,Garcia,elewis@example.org,missing,19.0,Sétif,2025-07-18,Basic,621.0,11794.81,CUST_01039
Robert,Taylor,james89@example.org,9575795001,30.0,Constantine,2023-11-12,Basic,666.0,1324.41,CUST_01040
Lauren,Sheppard,lindseyjavier@example.com,830-272-2113,31.0,Biskra,2024-04-12,Standard,755.0,7673.87,CUST_01041
Charles,Price,jacobjohnson@example.com,646-517-1928x17074,31.0,Sétif,2023-01-09,Standard,625.0,1276.91,CUST_01042
Tiffany,Bryan,kelly22@example.com,(616)302-5239,43.0,Constantine,2025-09-22,Standard,641.0,13896.48,CUST_01043
Robin,Beck,aguilarkevin@example.com,926.890.3265x5132,48.0,Oran,2024-10-26,Standard,777.0,13525.23,CUST_01044
Carrie,Evans,wallererica@example.com,(359)785-1602x119,50.0,Biskra,2024-08-10,Premium,850.0,7931.9,CUST_01045
Mckenzie,Jackson,zfernandez@example.net,898-264-7868x6237,37.0,Algiers,2024-05-13,Standard,427.0,19845.61,CUST_01046
Joseph,Bryant,dixonjerry@example.net,+1-419-319-0749,35.0,Sétif,2023-10-07,Premium,665.0,11492.63,CUST_01047
Brent,Duncan,philliphayden@example.net,(635)934-8486,45.0,Algiers,2024-05-17,Basic,714.0,3520.37,CUST_01048
david,Andrews,missing,(702)712-3720,24.0,Algiers,2025-07-01,Standard,791.0,4531.889999999999,CUST_01049
Kathleen,Smith,smithapril@example.org,367-339-1900x8899,48.0,Blida,2023-03-22,Basic,481.0,10975.7,CUST_01050
Lauren,Johnson,cruzkaren@example.net,(932)273-7989,36.0,Sétif,2022-11-21,Standard,440.0,2581.29,CUST_01051
Laura,Rogers,bendermichelle@example.net,(874)363-0009x98433,27.0,Oran,2025-01-12,Basic,610.0,9559.38,CUST_01052
John,Griffin,millschristopher@example.org,+1-298-354-5829x42034,18.0,Batna,2023-06-22,Standard,850.0,1936.56,CUST_01053
Kathryn,Ramirez,ujohnson@example.com,001-999-444-9466,41.0,Algiers,2023-02-24,Basic,727.0,21904.96,CUST_01054
Andrea,Adams,patrickjasmine@example.net,282-423-8794,18.0,Sétif,2023-04-15,Standard,678.0,24553.78,CUST_01055
alyssa,Mason,crawfordhaley@example.org,635.336.4235x700,54.0,Constantine,2024-09-21,Standard,668.0,2161.84,CUST_01056
Victoria,Castro,andrearivera@example.net,861-325-5904,21.0,Algiers,2023-01-17,Basic,433.0,9965.33,CUST_01057
carolyn,Robinson,ronald00@example.org,(483)582-7101,38.0,Constantine,2024-07-26,Basic,713.0,3247.16,CUST_01058
Veronica,Burton,missing,285-607-6653x446,45.0,Constantine,2025-07-18,Basic,611.0,6959.02,CUST_01059
Tiffany,Barnes,melissaevans@example.org,691-953-0573,41.0,Constantine,2023-08-23,Standard,547.0,1595.41,CUST_01060
Michael,Woodward,henryrobert@example.org,(851)827-2670,34.0,Sétif,2025-09-01,Premium,503.0,4681.87,CUST_01061
Sarah,Logan,melissahill@example.org,+1-476-287-8494x771,35.0,Annaba,2023-12-13,Premium,663.0,22286.7,CUST_01062
Benjamin,Proctor,drakekevin@example.net,442.323.5434x0466,20.0,Constantine,2023-02-15,Standard,744.0,11564.27,CUST_01063
Krystal,Reynolds,cassandra52@example.com,592-306-4411x197,33.0,Biskra,2023-04-21,Basic,444.0,1745.89,CUST_01064
John,Vincent,ohall@example.com,+1-894-888-2188x49680,22.0,Blida,2025-06-18,Standard,617.0,16007.79,CUST_01065
Andrew,Bradford,kaiserhunter@example.org,(843)241-2301x604,33.0,Annaba,2024-05-09,Basic,583.0,21609.5,CUST_01066
Craig,Blair,dbrown@example.org,(203)319-7899,40.0,Oran,2025-04-15,Premium,777.0,1220.37,CUST_01067
Antonio,Smith,samantha71@example.org,871-497-8601,40.0,Batna,2024-11-30,Standard,616.0,287.31,CUST_01068
Christina,Potter,bowenjonathan@example.net,+1-747-485-5011x3753,55.0,ORAN,2022-12-06,Basic,692.0,3077.94,CUST_01069
Sandra,Grant,amills@example.com,(879)203-7161,23.0,Biskra,2024-12-07,Standard,542.0,12612.35,CUST_01070
Daniel,Gilbert,davidharris@example.net,001-896-347-7183x75307,23.0,Algiers,2023-05-30,Premium,666.0,9740.15,CUST_01071
Justin,Smith,kristen78@example.org,4243432362,32.0,Sétif,2024-08-14,Basic,678.0,11124.89,CUST_01072
Kristina,Cruz,darnold@example.com,(470)367-5169x1395,21.0,Batna,2023-01-11,Standard,637.0,8859.119999999999,CUST_01073
Darrell,Russell,madeline61@example.org,503.435.0842x4319,30.0,Blida,2024-06-27,Premium,667.0,7773.52,CUST_01074
Kelly,Jones,smithroberta@example.net,(891)605-3021x51675,40.0,Sétif,2025-01-01,Standard,634.0,10295.7,CUST_01075
John,Contreras,jesse81@example.org,9508147642,32.0,Oran,2023-10-28,Basic,668.0,192.36,CUST_01076
John,Rogers,taylorkaylee@example.com,651.423.9597x8155,21.0,Sétif,2025-06-05,Standard,614.0,7280.02,CUST_01077
Danielle,Farmer,umartin@example.com,9244465467,43.0,Algiers,2023-12-09,Basic,495.0,17645.68,CUST_01078
Scott,Johnson,bruceporter@example.org,(664)578-3703x175,27.0,Biskra,2022-11-29,Standard,782.0,16474.56,CUST_01079
Jacob,Ramos,pittmanwesley@example.com,001-872-460-2925x468,31.0,Sidi Bel Abbès,2023-06-03,Basic,786.0,17786.34,CUST_01080
Zachary,Evans,westroy@example.org,5768327135,32.0,Sidi Bel Abbès,2024-02-12,Standard,739.0,4098.04,CUST_01081
Devon,Munoz,patriciareynolds@example.net,790.760.4886x9320,49.0,Annaba,2023-08-23,Basic,808.0,6643.38,CUST_01082
Michael,Johnson,thomaslane@example.net,759-876-4053,32.0,Sidi Bel Abbès,2023-01-14,Basic,748.0,13355.62,CUST_01083
Thomas,Larson,vporter@example.com,526-819-0384x227,18.0,Constantine,2024-03-25,Basic,576.0,31994.62,CUST_01084
Jamie,Brown,gregoryschneider@example.com,911-375-7691,29.0,Sétif,2023-05-11,Premium,757.0,32449.71,CUST_01085
Kimberly,Moore,daniel48@example.com,001-283-505-2169,35.0,Tlemcen,2025-06-07,Standard,784.0,26623.54,CUST_01086
Harold,Johnson,juliecooley@example.net,+1-201-842-6471,50.0,Biskra,2022-12-09,Basic,643.0,2077.88,CUST_01087
Charles,Marshall,dorseylinda@example.org,(937)405-0049x3326,18.0,Blida,2025-08-12,Basic,580.0,7644.69,CUST_01088
Nicholas,Walker,royscott@example.net,676-238-0839x065,39.0,Constantine,2025-07-04,Standard,571.0,4559.64,CUST_01089
Christina,Salazar,daniel93@example.net,+1-832-572-7281x291,52.0,Batna,2024-10-26,Standard,722.0,4205.06,CUST_01090
Kenneth,Barton,bbrown@example.net,(776)252-7284x53974,22.0,Sidi Bel Abbès,2025-01-12,Basic,481.0,4969.48,CUST_01091
William,Payne,lisa67@example.com,001-360-720-8019x29022,33.0,Blida,2025-07-05,Standard,592.0,22503.91,CUST_01092
John,Johnson,amy09@example.org,(525)733-3202,19.0,Oran,2022-12-26,Premium,527.0,13411.97,CUST_01093
Lisa,Bullock,missing,001-535-545-0369x8884,44.0,Annaba,2023-06-11,Standard,694.0,13721.15,CUST_01094
Francis,Horn,lellison@example.com,(408)605-9831,57.0,Blida,2023-02-19,Basic,704.0,3963.37,CUST_01095
Nichole,Brown,karen65@example.net,+1-992-601-2376x317,54.0,Tlemcen,2023-12-24,Basic,722.0,5019.13,CUST_01096
Ernest,Escobar,xwhite@example.com,+1-319-537-5919x2267,42.0,Oran,2024-04-22,Standard,656.0,16106.2,CUST_01097
Jesse,Morales,rwyatt@example.com,228-264-6120x96173,18.0,TLEMCEN,2024-08-23,Basic,596.0,20008.81,CUST_01098
Donna,Suarez,leslie24@example.org,721.315.3550,29.0,Blida,2023-06-30,Premium,479.0,14523.67,CUST_01099
Kelsey,Garcia,evanselizabeth@example.org,377.597.2479x25422,31.0,Blida,2024-09-30,Basic,603.0,9956.96,CUST_01100
Emma,Graves,garzajill@example.org,887-770-6769x3332,46.0,Oran,2023-12-09,Standard,643.0,9053.75,CUST_01101
Christina,Brown,tanner84@example.com,808-958-5883x825,48.0,Constantine,2024-01-29,Basic,612.0,0.0,CUST_01102
George,Singh,raymond29@example.org,(443)755-1962x822,32.0,Algiers,2025-02-16,Standard,683.0,37333.17,CUST_01103
Amanda,Gomez,missing,(486)439-4201,18.0,Annaba,2025-08-18,Premium,689.0,7540.11,CUST_01104
Christopher,Hudson,brookefrench@example.net,001-266-727-0266x045,42.0,Sétif,2023-06-12,Standard,684.0,3494.98,CUST_01105
Carl,Huff,smithjesse@example.org,4194335389,54.0,CONSTANTINE,2023-10-04,Standard,602.0,8088.769999999999,CUST_01106
Steven,Miller,patricksmith@example.org,(908)827-7056x46160,37.0,Constantine,2024-01-14,Basic,738.0,9632.8,CUST_01107
Jeffery,Fox,alex95@example.org,523.846.1762x313,27.0,Oran,2022-11-25,Standard,648.0,5982.46,CUST_01108
Sharon,Williamson,jennifer64@example.org,416.954.4137,46.0,Sidi Bel Abbès,2024-11-02,Standard,497.0,2133.36,CUST_01109
Paul,Cox,wshannon@example.org,(334)994-2904x61755,35.0,Algiers,2025-11-09,Standard,636.0,846.78,CUST_01110
Mary,Snyder,geraldterry@example.org,(948)437-4441,44.0,Annaba,2023-09-02,Basic,643.0,828.46,CUST_01111
Ross,Rogers,walterprice@example.com,290.625.4853x626,50.0,Sidi Bel Abbès,2023-05-20,Basic,482.0,567.22,CUST_01112
Zachary,Gross,bryan00@example.net,238-255-7421x64359,24.0,Tlemcen,2025-03-16,Premium,540.0,19528.39,CUST_01113
Thomas,Jones,fwilliams@example.net,+1-861-843-7884x4370,23.0,Oran,2024-06-28,Standard,717.0,3604.4,CUST_01114
Shannon,Pearson,natalie46@example.com,(763)268-1541,27.0,ALGIERS,2023-04-24,Standard,463.0,3332.64,CUST_01115
Thomas,Dominguez,smithzachary@example.com,8782604356,48.0,Batna,2025-07-24,Standard,660.0,13312.31,CUST_01116
Jeremy,Wright,robin98@example.org,306.477.3067,35.0,Constantine,2025-01-25,Standard,683.0,14642.74,CUST_01117
Robert,Barron,ppruitt@example.com,001-219-808-7886x53859,25.0,Sidi Bel Abbès,2025-02-12,Basic,578.0,10937.06,CUST_01118
Ashley,Harris,heathersteele@example.net,001-676-805-5049x22170,46.0,Oran,2024-07-01,Standard,648.0,5489.24,CUST_01119
Richard,Cummings,russelljamie@example.org,001-416-929-0739x92891,47.0,Oran,2024-07-19,Standard,641.0,4563.22,CUST_01120
Robert,Morris,kendrahall@example.org,208.564.9426x942,29.0,Tlemcen,2024-06-20,Standard,609.0,8330.29,CUST_01121
Stephanie,Young,craigjohn@example.com,490-314-5996x7069,51.0,Tlemcen,2023-11-19,Basic,619.0,9492.27,CUST_01122
Amanda,Lee,jonathan98@example.org,838-984-3021x781,31.0,Biskra,2025-06-11,Standard,652.0,9777.07,CUST_01123
Adam,Walters,missing,290.316.4928x15037,38.0,Sidi Bel Abbès,2023-01-10,Basic,724.0,4067.02,CUST_01124
Carol,Moore,brad03@example.org,480.681.7262x82968,38.0,Blida,2025-05-23,Standard,697.0,11185.77,CUST_01125
Mark,Potts,missing,001-259-827-4116,30.0,Tlemcen,2024-12-02,Premium,680.0,10736.54,CUST_01126
jennifer,Wilkerson,kgarrison@example.com,(262)408-0820x3917,31.0,Sétif,2023-06-13,Standard,783.0,12219.05,CUST_01127
Rachel,Baker,jeffery96@example.net,+1-424-758-7012x0424,25.0,Annaba,2024-02-01,Standard,547.0,5242.64,CUST_01128
Andrew,Davis,summerellis@example.org,8289497603,26.0,Algiers,2023-04-05,Premium,686.0,8022.5,CUST_01129
Karen,Allen,dean40@example.com,(836)648-1875x403,32.0,Biskra,2024-07-03,Basic,646.0,14686.97,CUST_01130
David,Sawyer,pbolton@example.net,(946)862-3236x066,18.0,Blida,2024-08-14,Basic,602.0,15245.56,CUST_01131
David,Perkins,qfaulkner@example.org,(804)429-8622,18.0,Algiers,2024-01-06,Standard,629.0,10652.04,CUST_01132
Raymond,Levy,wthompson@example.com,+1-899-929-9833x587,34.0,Sidi Bel Abbès,2024-03-20,Premium,559.0,9670.72,CUST_01133
Jacob,Hendricks,hsmith@example.org,582-308-4931x539,55.0,Constantine,2025-11-02,Basic,688.0,1449.08,CUST_01134
Richard,Johnson,robertsbrandon@example.net,001-576-629-1430x491,45.0,Oran,2022-11-30,Basic,652.0,10759.94,CUST_01135
Zachary,Andrews,edwin87@example.org,4996865642,45.0,Algiers,2023-11-08,Premium,566.0,9096.53,CUST_01136
Tara,Banks,missing,8974669194,18.0,Tlemcen,2025-09-07,Premium,624.0,7612.969999999999,CUST_01137
Margaret,Gardner,banksmeredith@example.com,+1-820-817-5307,30.0,Oran,2025-09-03,Basic,724.0,1181.61,CUST_01138
Ryan,Cook,whernandez@example.net,001-540-943-4741x2531,47.0,Tlemcen,2023-10-24,Standard,629.0,4737.96,CUST_01139
Richard,Smith,mhenry@example.net,(417)250-3619,52.0,Constantine,2024-12-12,Basic,464.0,13496.12,CUST_01140
Martha,Garner,garzazachary@example.org,970.634.2444,18.0,Biskra,2024-09-09,Basic,653.0,0.0,CUST_01141
Kimberly,Snyder,wallacesusan@example.com,(335)910-7651,18.0,Algiers,2025-10-18,Basic,779.0,25267.18,CUST_01142
Hailey,Castaneda,christopher32@example.net,001-351-745-6340,23.0,Biskra,2022-11-13,Standard,529.0,11190.18,CUST_01143
Michael,Harmon,morrismary@example.com,296-653-9160x770,57.0,Algiers,2024-08-17,Basic,749.0,6686.41,CUST_01144
Patricia,Owen,luis41@example.net,803-898-2218x039,46.0,Constantine,2025-03-01,Standard,625.0,6674.27,CUST_01145
Joanna,Williams,rose88@example.com,+1-840-678-8026x52951,32.0,Sétif,2024-12-28,Standard,609.0,39874.59,CUST_01146
Jamie,Harris,matthewbutler@example.org,2398744088,20.0,Sidi Bel Abbès,2022-12-28,Standard,694.0,0.0,CUST_01147
Jennifer,Jacobs,criddle@example.net,(301)399-1843,44.0,Annaba,2024-11-27,Basic,603.0,23501.35,CUST_01148
Renee,Cochran,vgarcia@example.net,885-280-5263x211,51.0,Blida,2025-11-05,Basic,637.0,6564.03,CUST_01149
Lauren,Chambers,dwayneedwards@example.net,307.974.5447x0823,29.0,Oran,2023-09-25,Standard,850.0,8674.14,CUST_01150
julie,Carson,jessica94@example.com,266.426.2359x6053,40.0,SÉTIF,2023-01-31,Standard,660.0,5226.16,CUST_01151
Amanda,Smith,todd87@example.org,268.860.5063,29.0,SÉTIF,2023-07-31,Premium,375.0,8215.710000000001,CUST_01152
Maria,Watson,jessicaeaton@example.org,+1-364-409-8910x3909,52.0,Algiers,2025-04-12,Standard,509.0,11740.68,CUST_01153
John,Johnson,derek94@example.com,(337)459-7953,45.0,SÉTIF,2022-12-27,Premium,618.0,6440.900000000001,CUST_01154
Cindy,Ferguson,andersontammy@example.com,645.744.9205x4894,41.0,Annaba,2024-05-28,Standard,617.0,12615.24,CUST_01155
David,Smith,higginscaitlin@example.com,+1-458-334-4566x2295,18.0,Sidi Bel Abbès,2024-09-17,Basic,699.0,7414.780000000001,CUST_01156
Brian,Lyons,zsmith@example.com,662-948-6070,47.0,Constantine,2025-02-19,Premium,585.0,9546.1,CUST_01157
Rachel,Sullivan,jamesmarsh@example.org,(885)901-5301x731,37.0,Oran,2023-10-24,Basic,850.0,3695.95,CUST_01158
Brian,Rose,brooksharold@example.com,233-895-4794,34.0,Blida,2025-01-22,Basic,509.0,7296.33,CUST_01159
Michael,Davis,heather79@example.org,871-791-8986x64693,32.0,Sétif,2025-07-09,Standard,620.0,4068.83,CUST_01160
Angela,Lee,jennifer74@example.net,+1-687-568-0570x23771,48.0,Algiers,2025-04-13,Basic,717.0,16268.559999999998,CUST_01161
Craig,Lopez,morrisonryan@example.org,832.697.3239,34.0,BLIDA,2022-12-25,Basic,678.0,11990.12,CUST_01162
Misty,Dorsey,john26@example.com,(799)424-2773x9238,37.0,Algiers,2023-04-10,Standard,688.0,10745.6,CUST_01163
gina,Smith,kingvictoria@example.org,(493)232-8442x34719,30.0,Sidi Bel Abbès,2023-11-10,Standard,511.0,23149.12,CUST_01164
Manuel,Miller,hannah26@example.org,256.899.9138x310,34.0,Blida,2025-10-26,Standard,679.0,19854.26,CUST_01165
Jason,Moore,uhaney@example.org,(277)877-3316,49.0,Sétif,2025-08-25,Basic,501.0,6816.210000000001,CUST_01166
Jessica,Johnson,jsmith@example.com,6364059529,18.0,BLIDA,2023-02-12,Standard,542.0,966.44,CUST_01167
Madison,Bowman,jessica27@example.com,4677582676,38.0,Tlemcen,2025-08-22,Standard,543.0,18868.35,CUST_01168
Meagan,Jordan,alexanderwilliams@example.net,(938)556-4614x9745,25.0,Oran,2024-06-06,Standard,620.0,23004.78,CUST_01169
Jeff,Matthews,igoodman@example.net,291-649-8609x955,51.0,Tlemcen,2024-12-20,Standard,635.0,9623.7,CUST_01170
Dorothy,Thomas,bhampton@example.com,322.439.4612,18.0,Biskra,2024-08-14,Basic,668.0,3043.02,CUST_01171
Sarah,Ferguson,guerrerorenee@example.com,+1-448-453-4001x276,22.0,Annaba,2025-04-25,Basic,683.0,18386.58,CUST_01172
Teresa,Warner,sheila42@example.net,(456)478-7188,37.0,Annaba,2024-03-19,Premium,682.0,7358.860000000001,CUST_01173
Dawn,Banks,riveraamy@example.com,768-806-1349,18.0,Blida,2024-04-07,Basic,628.0,12284.93,CUST_01174
Tiffany,Greene,peter58@example.com,+1-879-349-6383x09723,29.0,Algiers,2025-05-19,Standard,757.0,9062.58,CUST_01175
Brian,Beard,zmiller@example.org,6167555786,44.0,Sidi Bel Abbès,2024-11-10,Standard,683.0,8662.62,CUST_01176
Alexandra,Ross,karen57@example.com,824-976-4000,34.0,Batna,2024-06-05,Standard,687.0,11698.45,CUST_01177
Lisa,Stokes,kellybrown@example.org,(965)645-1224x44189,36.0,Algiers,2023-04-18,Standard,747.0,5854.13,CUST_01178
Melanie,Harris,missing,635.470.1703x63094,33.0,Annaba,2024-05-26,Premium,670.0,569.87,CUST_01179
Robert,Thompson,jessica89@example.net,+1-230-894-1349,25.0,Oran,2025-05-02,Standard,604.0,6535.55,CUST_01180
Thomas,Washington,rtaylor@example.com,(284)613-5694,22.0,Batna,2025-08-10,Standard,568.0,7604.09,CUST_01181
Steven,Gomez,fwalton@example.com,809.257.3940x59802,21.0,Constantine,2025-01-06,Standard,783.0,6324.13,CUST_01182
John,Thomas,missing,392.958.4907x34203,25.0,Sidi Bel Abbès,2024-04-11,Standard,718.0,4275.96,CUST_01183
Amanda,Stevens,stephanie14@example.org,664.382.3088x29586,41.0,Tlemcen,2024-02-15,Basic,648.0,0.0,CUST_01184
John,Miranda,tashajordan@example.net,+1-358-969-4276x7483,38.0,Annaba,2024-12-17,Standard,661.0,5489.96,CUST_01185
Patrick,White,dianemay@example.net,651-481-7882,59.0,Sétif,2025-05-02,Standard,647.0,1727.0800000000002,CUST_01186
Lorraine,Hart,ldean@example.org,(423)427-2371x79890,20.0,Annaba,2024-04-11,Standard,694.0,6680.16,CUST_01187
Maria,Brown,rstewart@example.net,+1-670-384-7795,30.0,Sidi Bel Abbès,2024-02-16,Premium,628.0,4384.46,CUST_01188
Lee,Harris,zhangnatalie@example.net,+1-390-773-7815,46.0,Sidi Bel Abbès,2024-09-02,Standard,686.0,5961.389999999999,CUST_01189
Angela,Turner,jjackson@example.org,448.587.6380x20761,37.0,Tlemcen,2024-01-23,Basic,746.0,14311.36,CUST_01190
Daniel,Wilson,chenmatthew@example.org,+1-481-229-8861,22.0,Sidi Bel Abbès,2022-11-19,Basic,672.0,2466.28,CUST_01191
Richard,Espinoza,marksbrandon@example.net,(537)529-8268,24.0,Blida,2025-07-31,Basic,626.0,2868.77,CUST_01192
William,Spears,mstanley@example.com,8355067578,35.0,Annaba,2023-11-17,Basic,662.0,9732.259999999998,CUST_01193
Hannah,Smith,vramos@example.org,001-923-515-5505x70521,59.0,Biskra,2023-09-08,Standard,833.0,14239.56,CUST_01194
Lynn,Baker,michael88@example.org,514-714-7012,24.0,Algiers,2023-06-17,Basic,553.0,2487.31,CUST_01195
amanda,Wallace,courtney68@example.net,409-577-9780,22.0,Blida,2025-04-11,Standard,571.0,6411.71,CUST_01196
Courtney,Howard,jose79@example.com,4367640163,24.0,Sidi Bel Abbès,2023-07-09,Standard,720.0,2151.79,CUST_01197
Victor,Stanley,kellysierra@example.com,429.327.3186x830,22.0,Batna,2024-07-16,Standard,474.0,23275.23,CUST_01198
Sandra,Stanley,missing,216-951-8548x3966,23.0,Annaba,2023-10-06,Standard,572.0,10010.55,CUST_01199
Laura,Bradford,paul15@example.net,+1-295-784-1749x1617,18.0,Algiers,2025-09-16,Basic,579.0,10211.69,CUST_01200
Priscilla,Jones,sullivanandrea@example.net,913-644-7609x4837,49.0,Algiers,2025-01-26,Standard,572.0,4579.76,CUST_01201
David,Patrick,amandaroberts@example.net,830.426.5099,44.0,Oran,2024-07-15,Standard,654.0,5242.860000000001,CUST_01202
Jacob,Bennett,vmartinez@example.com,(466)510-2563x42022,44.0,Blida,2024-09-14,Standard,797.0,1785.5,CUST_01203
Amy,Jones,jessicastanton@example.net,367.759.0177,41.0,Constantine,2024-10-08,Standard,595.0,7219.349999999999,CUST_01204
Joshua,Powell,missing,451.874.6564,36.0,Algiers,2023-03-12,Standard,628.0,11081.6,CUST_01205
Patrick,Burns,noahjones@example.net,001-656-295-5922x77641,40.0,Algiers,2023-07-07,Standard,693.0,7321.8,CUST_01206
Michele,Mcguire,aaron25@example.com,434-544-8672,40.0,Tlemcen,2022-11-12,Basic,506.0,6433.92,CUST_01207
Taylor,Allen,carlbuckley@example.com,(915)974-9325x1149,37.0,Tlemcen,2025-05-02,Standard,614.0,7293.2,CUST_01208
Jason,Anderson,robertsbrandy@example.com,777.266.1830,46.0,Algiers,2023-03-01,Standard,618.0,14120.85,CUST_01209
Heather,Castillo,christopherharris@example.org,311-943-6786x21078,42.0,Oran,2022-12-31,Standard,667.0,8244.869999999999,CUST_01210
Emily,Mccoy,rodney25@example.com,3687026933,33.0,Blida,2023-05-27,Standard,809.0,35654.99,CUST_01211
Julia,Smith,brownjames@example.org,865.850.5224x11420,18.0,Sidi Bel Abbès,2022-12-22,Standard,582.0,2353.0600000000004,CUST_01212
Leslie,Scott,missing,(433)482-2224x00539,26.0,Constantine,2023-01-02,Standard,836.0,357.03,CUST_01213
Nicholas,Pena,woodwardjocelyn@example.org,313-548-4339,65.0,ANNABA,2024-10-15,Standard,601.0,8986.380000000001,CUST_01214
Michael,Holmes,hoganeric@example.net,+1-645-664-5234x286,40.0,Tlemcen,2024-03-11,Premium,377.0,7514.570000000001,CUST_01215
Laura,Thompson,rjordan@example.org,001-409-953-6773x4985,24.0,Annaba,2023-12-07,Standard,622.0,13145.34,CUST_01216
Mary,Davis,wendyholden@example.com,(859)814-7625x380,27.0,Blida,2023-03-07,Basic,567.0,1684.18,CUST_01217
