customer_id,first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,last_purchase_date
CUST_01139,Ryan,Cook,whernandez@example.net,001-540-943-4741x2531,47,Tlemcen,2023-10-24,Standard,629.0,4737.96,
CUST_01140,Richard,Smith,mhenry@example.net,(417)250-3619,52,Constantine,2024-12-12,Basic,464.0,13496.119999999999,
CUST_01141,Martha,Garner,garzazachary@example.org,970.634.2444,18,Biskra,2024-09-09,Basic,653.0,0.0,
CUST_01142,Kimberly,Snyder,wallacesusan@example.com,(335)910-7651,18,Algiers,2025-10-18,Basic,779.0,25267.18,
CUST_01143,Hailey,Castaneda,christopher32@example.net,001-351-745-6340,23,Biskra,2022-11-13,Standard,529.0,11190.18,
CUST_01144,Michael,Harmon,morrismary@example.com,296-653-9160x770,57,Algiers,2024-08-17,Basic,749.0,6686.41,
CUST_01145,Patricia,Owen,luis41@example.net,803-898-2218x039,46,Constantine,2025-03-01,Standard,625.0,6674.2699999999995,
CUST_01146,Joanna,Williams,rose88@example.com,+1-840-678-8026x52951,32,Sétif,2024-12-28,Standard,609.0,39874.59,
CUST_01147,Jamie,Harris,matthewbutler@example.org,2398744088,20,Sidi Bel Abbès,2022-12-28,Standard,694.0,0.0,
CUST_01148,Jennifer,Jacobs,criddle@example.net,(301)399-1843,44,Annaba,2024-11-27,Basic,603.0,23501.35,
CUST_01149,Renee,Cochran,vgarcia@example.net,885-280-5263x211,51,Blida,2025-11-05,Basic,637.0,6564.03,
CUST_01150,Lauren,Chambers,dwayneedwards@example.net,307.974.5447x0823,29,Oran,2023-09-25,Standard,850.0,8674.14,
CUST_01151,julie,Carson,jessica94@example.com,266.426.2359x6053,40,SÉTIF,2023-01-31,Standard,660.0,5226.16,
CUST_01152,Amanda,Smith,todd87@example.org,268.860.5063,29,SÉTIF,2023-07-31,Premium,375.0,8215.710000000001,
CUST_01153,Maria,Watson,jessicaeaton@example.org,+1-364-409-8910x3909,52,Algiers,2025-04-12,Standard,509.0,11740.68,
CUST_01154,John,Johnson,derek94@example.com,(337)459-7953,45,SÉTIF,2022-12-27,Premium,618.0,6440.900000000001,
CUST_01155,Cindy,Ferguson,andersontammy@example.com,645.744.9205x4894,41,Annaba,2024-05-28,Standard,617.0,12615.24,
CUST_01156,David,Smith,higginscaitlin@example.com,+1-458-334-4566x2295,18,Sidi Bel Abbès,2024-09-17,Basic,699.0,7414.780000000001,
CUST_01157,Brian,Lyons,zsmith@example.com,662-948-6070,47,Constantine,2025-02-19,Premium,585.0,9546.1,
CUST_01158,Rachel,Sullivan,jamesmarsh@example.org,(885)901-5301x731,37,Oran,2023-10-24,Basic,850.0,3695.95,
CUST_01159,Brian,Rose,brooksharold@example.com,233-895-4794,34,Blida,2025-01-22,Basic,509.0,7296.33,
CUST_01160,Michael,Davis,heather79@example.org,871-791-8986x64693,32,Sétif,2025-07-09,Standard,620.0,4068.83,
CUST_01161,Angela,Lee,jennifer74@example.net,+1-687-568-0570x23771,48,Algiers,2025-04-13,Basic,717.0,16268.559999999998,
CUST_01162,Craig,Lopez,morrisonryan@example.org,832.697.3239,34,BLIDA,2022-12-25,Basic,678.0,11990.119999999999,
CUST_01163,Misty,Dorsey,john26@example.com,(799)424-2773x9238,37,Algiers,2023-04-10,Standard,688.0,10745.6,
CUST_01164,gina,Smith,kingvictoria@example.org,(493)232-8442x34719,30,Sidi Bel Abbès,2023-11-10,Standard,511.0,23149.12,
CUST_01165,Manuel,Miller,hannah26@example.org,256.899.9138x310,34,Blida,2025-10-26,Standard,679.0,19854.260000000002,
CUST_01166,Jason,Moore,uhaney@example.org,(277)877-3316,49,Sétif,2025-08-25,Basic,501.0,6816.210000000001,
CUST_01167,Jessica,Johnson,jsmith@example.com,6364059529,18,BLIDA,2023-02-12,Standard,542.0,966.44,
CUST_01168,Madison,Bowman,jessica27@example.com,4677582676,38,Tlemcen,2025-08-22,Standard,543.0,18868.35,
CUST_01169,Meagan,Jordan,alexanderwilliams@example.net,(938)556-4614x9745,25,Oran,2024-06-06,Standard,620.0,23004.78,
CUST_01170,Jeff,Matthews,igoodman@example.net,291-649-8609x955,51,Tlemcen,2024-12-20,Standard,635.0,9623.699999999999,
CUST_01171,Dorothy,Thomas,bhampton@example.com,322.439.4612,18,Biskra,2024-08-14,Basic,668.0,3043.02,
CUST_01172,Sarah,Ferguson,guerrerorenee@example.com,+1-448-453-4001x276,22,Annaba,2025-04-25,Basic,683.0,18386.579999999998,
CUST_01173,Teresa,Warner,sheila42@example.net,(456)478-7188,37,Annaba,2024-03-19,Premium,682.0,7358.860000000001,
CUST_01174,Dawn,Banks,riveraamy@example.com,768-806-1349,18,Blida,2024-04-07,Basic,628.0,12284.93,
CUST_01175,Tiffany,Greene,peter58@example.com,+1-879-349-6383x09723,29,Algiers,2025-05-19,Standard,757.0,9062.58,
CUST_01176,Brian,Beard,zmiller@example.org,6167555786,44,Sidi Bel Abbès,2024-11-10,Standard,683.0,8662.62,
CUST_01177,Alexandra,Ross,karen57@example.com,824-976-4000,34,Batna,2024-06-05,Standard,687.0,11698.45,
CUST_01178,Lisa,Stokes,kellybrown@example.org,(965)645-1224x44189,36,Algiers,2023-04-18,Standard,747.0,5854.13,
CUST_01179,Melanie,Harris,,635.470.1703x63094,33,Annaba,2024-05-26,Premium,670.0,569.87,
CUST_01180,Robert,Thompson,jessica89@example.net,+1-230-894-1349,25,Oran,2025-05-02,Standard,604.0,6535.55,
CUST_01181,Thomas,Washington,rtaylor@example.com,(284)613-5694,22,Batna,2025-08-10,Standard,568.0,7604.09,
CUST_01182,Steven,Gomez,fwalton@example.com,809.257.3940x59802,21,Constantine,2025-01-06,Standard,783.0,6324.13,
CUST_01183,John,Thomas,,392.958.4907x34203,25,Sidi Bel Abbès,2024-04-11,Standard,718.0,4275.96,
CUST_01184,Amanda,Stevens,stephanie14@example.org,664.382.3088x29586,41,Tlemcen,2024-02-15,Basic,,0.0,
CUST_01185,John,Miranda,tashajordan@example.net,+1-358-969-4276x7483,38,Annaba,2024-12-17,Standard,661.0,5489.96,
CUST_01186,Patrick,White,dianemay@example.net,651-481-7882,-1,Sétif,2025-05-02,Standard,647.0,1727.0800000000002,
CUST_01187,Lorraine,Hart,ldean@example.org,(423)427-2371x79890,20,Annaba,2024-04-11,Standard,694.0,6680.16,
CUST_01188,Maria,Brown,rstewart@example.net,+1-670-384-7795,30,Sidi Bel Abbès,2024-02-16,Premium,628.0,4384.46,
CUST_01189,Lee,Harris,zhangnatalie@example.net,+1-390-773-7815,46,Sidi Bel Abbès,2024-09-02,Standard,686.0,5961.389999999999,
CUST_01190,Angela,Turner,jjackson@example.org,448.587.6380x20761,37,Tlemcen,2024-01-23,Basic,746.0,14311.36,
CUST_01191,Daniel,Wilson,chenmatthew@example.org,+1-481-229-8861,22,Sidi Bel Abbès,2022-11-19,Basic,672.0,2466.2799999999997,
CUST_01192,Richard,Espinoza,marksbrandon@example.net,(537)529-8268,24,Blida,2025-07-31,Basic,626.0,2868.77,
CUST_01193,William,Spears,mstanley@example.com,8355067578,35,Annaba,2023-11-17,Basic,662.0,9732.259999999998,
CUST_01194,Hannah,Smith,vramos@example.org,001-923-515-5505x70521,59,Biskra,2023-09-08,Standard,833.0,14239.56,
CUST_01195,Lynn,Baker,michael88@example.org,514-714-7012,24,Algiers,2023-06-17,Basic,553.0,2487.31,
CUST_01196,amanda,Wallace,courtney68@example.net,409-577-9780,22,Blida,2025-04-11,Standard,571.0,6411.71,
CUST_01197,Courtney,Howard,jose79@example.com,4367640163,24,Sidi Bel Abbès,2023-07-09,Standard,720.0,2151.79,
CUST_01198,Victor,Stanley,kellysierra@example.com,429.327.3186x830,22,Batna,2024-07-16,Standard,474.0,23275.23,
CUST_01199,Sandra,Stanley,,216-951-8548x3966,23,Annaba,2023-10-06,Standard,572.0,10010.550000000001,
CUST_01200,Laura,Bradford,paul15@example.net,+1-295-784-1749x1617,18,Algiers,2025-09-16,Basic,579.0,10211.69,
CUST_01201,Priscilla,Jones,sullivanandrea@example.net,913-644-7609x4837,49,Algiers,2025-01-26,Standard,572.0,4579.76,
CUST_01202,David,Patrick,amandaroberts@example.net,830.426.5099,44,Oran,2024-07-15,Standard,654.0,5242.860000000001,
CUST_01203,Jacob,Bennett,vmartinez@example.com,(466)510-2563x42022,44,Blida,2024-09-14,Standard,797.0,1785.5,
CUST_01204,Amy,Jones,jessicastanton@example.net,367.759.0177,41,Constantine,2024-10-08,Standard,595.0,7219.349999999999,
CUST_01205,Joshua,Powell,,451.874.6564,36,Algiers,2023-03-12,Standard,628.0,11081.6,
CUST_01206,Patrick,Burns,noahjones@example.net,001-656-295-5922x77641,40,Algiers,2023-07-07,Standard,693.0,7321.8,
CUST_01207,Michele,Mcguire,aaron25@example.com,434-544-8672,40,Tlemcen,2022-11-12,Basic,506.0,6433.92,
CUST_01208,Taylor,Allen,carlbuckley@example.com,(915)974-9325x1149,37,Tlemcen,2025-05-02,Standard,614.0,7293.2,
CUST_01209,Jason,Anderson,robertsbrandy@example.com,777.266.1830,46,Algiers,2023-03-01,Standard,618.0,14120.85,
CUST_01210,Heather,Castillo,christopherharris@example.org,311-943-6786x21078,42,Oran,2022-12-31,Standard,667.0,8244.869999999999,
CUST_01211,Emily,Mccoy,rodney25@example.com,3687026933,33,Blida,2023-05-27,Standard,809.0,35654.99,
CUST_01212,Julia,Smith,brownjames@example.org,865.850.5224x11420,18,Sidi Bel Abbès,2022-12-22,Standard,582.0,2353.0600000000004,
CUST_01213,Leslie,Scott,,(433)482-2224x00539,26,Constantine,2023-01-02,Standard,836.0,357.03,
CUST_01214,Nicholas,Pena,woodwardjocelyn@example.org,313-548-4339,65,ANNABA,2024-10-15,Standard,601.0,8986.380000000001,
CUST_01215,Michael,Holmes,hoganeric@example.net,+1-645-664-5234x286,40,Tlemcen,2024-03-11,Premium,377.0,7514.570000000001,
CUST_01216,Laura,Thompson,rjordan@example.org,001-409-953-6773x4985,24,Annaba,2023-12-07,Standard,622.0,13145.34,
CUST_01217,Mary,Davis,wendyholden@example.com,(859)814-7625x380,27,Blida,2023-03-07,Basic,567.0,1684.18,
CUST_01218,Thomas,Riddle,johnsweeney@example.net,(824)474-6653x538,35,Tlemcen,2024-07-08,Standard,564.0,22398.48,
CUST_01219,Matthew,Wright,james67@example.net,(541)557-1276,18,Batna,2023-09-05,Standard,633.0,5874.2,
CUST_01220,Shelby,Mitchell,vincent63@example.net,001-906-516-8249,56,Tlemcen,2024-09-08,Standard,740.0,8350.38,
CUST_01221,Pamela,Payne,perrymichael@example.org,+1-981-416-8371x03073,18,Sétif,2023-01-15,Basic,672.0,5272.110000000001,
CUST_01222,Hayley,Hampton,hahnjoshua@example.net,(878)508-2649x31214,37,Tlemcen,2025-03-02,Standard,850.0,7598.0,
CUST_01223,Krista,Ramos,marcusramirez@example.org,001-692-264-5633x9172,30,Annaba,2024-01-19,Premium,706.0,13822.02,
CUST_01224,Ashley,Wagner,holderdaniel@example.net,(764)597-1967x06833,40,Tlemcen,2023-03-13,Basic,655.0,1374.8899999999999,
CUST_01225,Daniel,Price,michaelayala@example.org,563-599-4901,31,Annaba,2023-09-06,Standard,690.0,1773.98,
CUST_01226,Joseph,Alvarez,qwhitaker@example.org,+1-548-214-0984x10167,50,Oran,2025-11-05,Standard,630.0,3278.4500000000003,
CUST_01227,Regina,Davis,ssmith@example.net,+1-391-800-4202x8866,46,Biskra,2025-11-11,Premium,530.0,422.03000000000003,
CUST_01228,Julie,Jones,wrightdrew@example.org,885-248-4203x531,48,Sidi Bel Abbès,2024-07-23,Standard,631.0,4039.33,
CUST_01229,Emily,Tucker,harrisamy@example.org,357-611-7132,29,Algiers,2025-11-08,Premium,701.0,1135.3,
CUST_01230,Kevin,Marshall,martinsarah@example.net,+1-514-811-2874x5271,28,Sidi Bel Abbès,2025-05-30,Basic,749.0,8592.75,
CUST_01231,Miguel,James,,+1-610-474-9161,43,Annaba,2024-10-14,Basic,623.0,4943.07,
CUST_01232,david,Campbell,jonesjohn@example.com,850.669.6261,42,Batna,2023-11-16,Standard,634.0,9141.390000000001,
CUST_01233,Yesenia,Thompson,esingh@example.org,(654)771-7989,30,Sétif,2024-01-13,Standard,610.0,12304.130000000001,
CUST_01234,justin,Hudson,tinajohnson@example.org,001-656-475-6355,39,Constantine,2024-03-17,Standard,643.0,6235.97,
CUST_01235,Jennifer,Bryant,wpowell@example.net,(665)304-6070x014,27,Annaba,2022-11-17,Standard,574.0,14316.8,
CUST_01236,Loretta,Hicks,qcallahan@example.org,001-387-910-0668x904,48,Constantine,2024-06-21,Standard,694.0,5842.08,
CUST_01237,Adrian,Russell,walterrodriguez@example.com,+1-622-932-8222x82408,35,Batna,2025-06-18,Basic,688.0,15006.96,
CUST_01238,Alicia,Howard,anthony41@example.org,001-784-579-1351x1350,28,Batna,2025-10-07,Basic,731.0,3468.6,
CUST_01239,Sherry,Pennington,katieschmidt@example.org,9645157809,38,Algiers,2023-03-31,Standard,709.0,1040.6399999999999,
CUST_01240,Amber,York,jacobsoncurtis@example.com,001-953-841-9528x144,25,Sidi Bel Abbès,2023-09-23,Standard,596.0,7681.8099999999995,
CUST_01241,Nicole,Anderson,thompsondarlene@example.net,+1-293-506-3578,28,Sidi Bel Abbès,2024-07-15,Standard,537.0,9268.800000000001,
CUST_01242,Kendra,Contreras,walkerdonna@example.net,001-774-936-9905x585,27,Batna,2024-08-22,Standard,553.0,12841.52,
CUST_01243,Kevin,Tate,jacob06@example.net,(890)745-2898x60610,36,Sétif,2024-03-29,Premium,497.0,5312.26,
CUST_01244,Jesus,Avila,scott01@example.com,727-561-3681x49802,30,Algiers,2024-05-26,Premium,662.0,18105.149999999998,
CUST_01245,james,Sharp,daniellesweeney@example.com,647-472-5084x232,22,Annaba,2023-10-08,Standard,703.0,15532.14,
CUST_01246,Adam,Johnson,gibsondavid@example.org,001-255-836-9158x5574,25,Constantine,2025-05-14,Premium,627.0,1720.92,
CUST_01247,Anna,Gray,joshuawood@example.org,433.529.5945,32,Oran,2023-10-31,Basic,635.0,4202.72,
CUST_01248,Amanda,Cochran,rperez@example.org,(496)362-9917,20,Sidi Bel Abbès,2023-10-01,Standard,608.0,4684.01,
CUST_01249,Eric,Taylor,anthonymiller@example.com,+1-521-953-9266,29,Algiers,2024-01-20,Standard,799.0,13355.09,
CUST_01250,Valerie,Weiss,maddoxdavid@example.org,001-428-204-8502,29,Sétif,2023-02-24,Premium,754.0,9060.939999999999,
CUST_01251,Brenda,Rodriguez,dawnlewis@example.net,279.471.9000,35,Tlemcen,2024-10-22,Standard,630.0,1633.56,
CUST_01252,Russell,Bennett,meaganbennett@example.net,+1-547-218-5594x07992,23,Blida,2025-03-31,Standard,700.0,14791.85,
CUST_01253,Maurice,Lara,derrickyoung@example.com,+1-277-381-4564x7437,33,Tlemcen,2023-10-02,Standard,742.0,8965.94,
CUST_01254,Katherine,Gonzalez,moraelizabeth@example.com,(366)750-5276x12092,47,Sidi Bel Abbès,2024-07-03,Standard,744.0,29608.579999999998,
CUST_01255,Richard,Jones,moorejohn@example.net,567-787-0676,23,Annaba,2023-04-09,Standard,581.0,1550.0,
CUST_01256,James,Tucker,,+1-684-585-6371x1429,42,Algiers,2022-12-25,Basic,814.0,8801.5,
CUST_01257,Sheila,Sanchez,kendra39@example.net,001-823-813-2465,53,Tlemcen,2023-06-28,Standard,724.0,9963.69,
CUST_01258,Tara,Fischer,dakota83@example.net,265.891.5382x0114,38,Batna,2023-05-10,Basic,496.0,5435.48,
CUST_01259,Ronnie,Carter,ywallace@example.org,(812)772-4553x375,24,Sétif,2024-09-14,Premium,779.0,16666.67,
CUST_01260,Tiffany,Green,ldixon@example.com,(824)494-5104,18,Batna,2022-11-18,Standard,662.0,8697.28,
CUST_01261,Robert,Anderson,imurphy@example.com,520-762-7672,56,Algiers,2024-09-14,Standard,716.0,2642.95,
CUST_01262,Breanna,Lewis,michelle12@example.net,946-950-2234,36,Biskra,2025-10-25,Basic,453.0,3503.41,
CUST_01263,Hannah,Bond,mitchellmichael@example.com,001-497-325-1840x7033,34,Blida,2024-03-22,Standard,630.0,6269.3,
CUST_01264,Erin,Arroyo,,001-520-894-5167x6706,42,Annaba,2024-11-16,Standard,610.0,7999.950000000001,
CUST_01265,Melinda,Bowers,hgonzalez@example.org,(820)608-4842,18,Biskra,2023-06-23,Standard,523.0,32697.79,
CUST_01266,Victoria,Lewis,ylowe@example.org,828.496.7136x05494,25,Algiers,2024-07-20,Standard,850.0,19235.84,
CUST_01267,Mitchell,Barnes,wilsonjacob@example.com,+1-851-393-5001x154,18,Sidi Bel Abbès,2023-11-25,Standard,442.0,3971.89,
CUST_01268,Rachel,Baldwin,,001-789-804-4104x0431,37,Sétif,2025-07-18,Standard,521.0,5580.639999999999,
CUST_01269,Matthew,Mcdaniel,james14@example.net,+1-337-847-5580x3090,50,Biskra,2025-08-28,Basic,517.0,15123.869999999999,
CUST_01270,Patrick,West,crandall@example.net,501-990-2716x988,25,Oran,2024-03-03,Basic,642.0,6219.73,
CUST_01271,Daniel,Black,zcoleman@example.net,(811)399-7675x98332,28,Sidi Bel Abbès,2025-06-22,Basic,762.0,6064.9,
CUST_01272,Jennifer,Hancock,tara83@example.com,945.481.9565,33,Biskra,2023-12-22,Basic,678.0,4862.05,
CUST_01273,Michael,Allen,bethwatkins@example.net,(742)266-2177,31,Oran,2024-11-27,Standard,738.0,18480.98,
CUST_01274,Amber,Adams,fpatterson@example.net,903.402.8532,29,Sidi Bel Abbès,2025-02-15,Basic,539.0,46370.45,
CUST_01275,Russell,Castro,jonathanjones@example.com,,18,Algiers,2024-06-20,Standard,9999.0,5097.52,
CUST_01276,Anne,Kennedy,fowlerkathy@example.org,+1-627-477-7118,25,Batna,2023-04-01,Basic,672.0,11949.65,
CUST_01277,Jessica,Delgado,xgonzalez@example.net,4075121024,30,Blida,2024-11-20,Standard,483.0,5367.07,
CUST_01278,Tracy,Beasley,baileydonna@example.net,+1-877-719-6199x71659,51,Sétif,2024-01-27,Standard,674.0,17619.55,
CUST_01279,Spencer,Phillips,pwarren@example.org,940-509-5224x2653,44,Constantine,2023-03-31,Standard,643.0,8634.15,
CUST_01280,Christopher,Jones,john90@example.com,9543736015,28,Oran,2025-08-03,Standard,730.0,2225.33,
CUST_01281,Mark,Mcgee,williamsrandy@example.org,(900)580-2658x93475,49,Annaba,2023-10-27,Basic,599.0,12725.130000000001,
CUST_01282,William,Reeves,travis19@example.org,549-867-9146,51,Sétif,2025-06-03,Basic,850.0,15376.02,
CUST_01283,Erika,Allen,andrewclark@example.com,001-626-465-2824x685,42,Sidi Bel Abbès,2024-11-15,Premium,579.0,8235.37,
CUST_01284,Kelly,Williams,norrisjessica@example.net,(708)360-1460,32,Tlemcen,2022-12-08,Basic,498.0,2963.26,
CUST_01285,Katie,Ramirez,tylerwilson@example.net,503.235.6369,32,Oran,2025-08-02,Basic,452.0,20472.63,
CUST_01286,Brian,Johnson,foxbrooke@example.org,487-581-0480,29,Batna,2024-12-17,Basic,502.0,14952.93,
CUST_01287,Joshua,Rogers,colleenwilliams@example.net,804.837.6613,28,Constantine,2024-06-19,Standard,596.0,18482.41,
CUST_01288,Dawn,Hunt,taylorderrick@example.net,(281)759-4747x05311,-1,Biskra,2025-09-14,Standard,664.0,2361.91,
CUST_01289,Emily,Harmon,atkinsryan@example.org,+1-879-584-2189x142,18,Sidi Bel Abbès,2025-11-10,Basic,633.0,18365.87,
CUST_01290,Jessica,Kelly,todddale@example.com,(771)287-7628x83636,33,Oran,2025-01-18,Premium,637.0,6435.46,
CUST_01291,Randy,Parsons,stevemorales@example.net,(526)966-7880,18,Sétif,2023-02-13,Standard,807.0,15101.57,
CUST_01292,Randall,Montoya,jacobrangel@example.net,+1-789-707-4993x59812,18,Tlemcen,2024-04-17,Premium,619.0,9604.02,
CUST_01293,Steven,Hamilton,bjames@example.net,385.980.5014,26,Oran,2025-07-16,Standard,730.0,6602.87,
CUST_01294,Kimberly,Rivera,ashleyashley@example.org,001-356-651-8871,31,Biskra,2024-02-24,Basic,600.0,7509.429999999999,
CUST_01295,Brian,Pearson,smithcarrie@example.com,492-587-8757x030,35,Algiers,2023-03-27,Basic,772.0,9052.619999999999,
CUST_01296,Jessica,Hernandez,brownwilliam@example.net,4744290695,27,Constantine,2023-07-18,Standard,700.0,4304.110000000001,
CUST_01297,Jaime,Jacobs,waltersalfred@example.org,8074302426,34,Blida,2024-12-20,Standard,820.0,8398.53,
CUST_01298,Audrey,Cox,vlandry@example.net,205-871-4469x5674,30,Biskra,2025-07-28,Standard,678.0,5245.48,
CUST_01299,Kristina,Cox,jon53@example.com,614-566-8865x83483,26,Batna,2024-10-29,Basic,581.0,17499.19,
CUST_01300,Shirley,Soto,ncollier@example.com,(648)553-2077x5870,25,Constantine,2025-03-08,Basic,709.0,7627.4,
CUST_01301,Debra,Wise,dianebanks@example.com,769.258.0504,31,Batna,2025-11-06,Basic,586.0,11244.5,
CUST_01302,Anthony,Thompson,richard20@example.org,434.729.3907x737,38,BLIDA,2024-10-07,Standard,518.0,7523.97,
CUST_01303,Sandra,Estrada,allensara@example.org,(325)685-1502x04502,34,Annaba,2023-11-23,Premium,797.0,7326.84,
CUST_01304,Nicole,Taylor,xcarlson@example.net,+1-233-679-5311x12359,52,Constantine,2024-01-25,Basic,455.0,7460.8,
CUST_01305,Jack,Murray,edward66@example.org,+1-751-308-5738x38554,29,Blida,2024-10-04,Standard,674.0,6541.37,
CUST_01306,Ryan,Williams,richardsmario@example.org,345.855.3706x2728,35,Sidi Bel Abbès,2023-06-18,Basic,697.0,16778.79,
CUST_01307,Scott,Cruz,meghancontreras@example.com,(362)964-1260x848,18,Sétif,2023-05-06,Standard,581.0,14512.61,
CUST_01308,Brianna,Fitzpatrick,fduncan@example.net,(730)439-9516x70450,34,Constantine,2025-08-10,Standard,479.0,17902.89,
CUST_01309,Jane,Barnes,ericagarcia@example.org,001-234-438-8804x85142,25,Batna,2024-09-08,Premium,648.0,743.0,
CUST_01310,John,Evans,trevinoduane@example.org,001-331-334-2755x7672,55,Batna,2023-09-28,Premium,624.0,10887.220000000001,
CUST_01311,Andrew,Mitchell,james18@example.net,443.969.5310,21,Sidi Bel Abbès,2023-03-22,Premium,660.0,11162.97,
CUST_01312,Dawn,Flores,lthomas@example.org,+1-379-226-5173x28162,18,Biskra,2024-05-01,Standard,715.0,10201.060000000001,
CUST_01313,Lori,Moore,wheelerjohn@example.net,757-437-6710,25,Tlemcen,2024-05-28,Basic,850.0,7898.98,
CUST_01314,Shannon,Smith,michael99@example.net,453-204-4500,39,Constantine,2025-03-11,Standard,663.0,7286.699999999999,
CUST_01315,Nicholas,Roman,annpeters@example.org,945.802.9586,42,Algiers,2023-07-30,Basic,547.0,14624.130000000001,
CUST_01316,Kimberly,Nelson,joshuacohen@example.com,+1-454-918-2368x81013,44,Constantine,2023-01-29,Standard,591.0,8838.880000000001,
CUST_01317,Monica,Edwards,johnbrooks@example.org,+1-442-720-1388,46,Annaba,2023-05-21,Standard,669.0,4242.51,
CUST_01318,Kelli,Singh,keithemily@example.net,963-560-3891,27,Sétif,2024-08-30,Standard,607.0,6104.009999999999,
CUST_01319,Steven,Dixon,deborah67@example.org,9002521410,20,Sidi Bel Abbès,2023-03-17,Standard,693.0,5090.22,
CUST_01320,John,Castro,baueremily@example.net,612-737-0851x19194,37,Blida,2025-09-01,Premium,637.0,4500.96,
CUST_01321,Robert,Kennedy,ycooper@example.org,+1-827-467-1377x188,32,Sétif,2023-08-02,Standard,575.0,11724.62,
CUST_01322,Michael,Rodriguez,yhubbard@example.com,+1-530-955-7371,36,Blida,2025-05-02,Standard,809.0,2362.1,
CUST_01323,Brandon,Blair,gracepennington@example.com,,24,Sidi Bel Abbès,2024-02-11,Basic,551.0,2601.88,
CUST_01324,Colin,Evans,brookskenneth@example.org,296-686-3647,46,Sétif,2023-10-21,Standard,613.0,4823.49,
CUST_01325,Amanda,Cunningham,nmcintosh@example.com,+1-583-800-4837,52,Annaba,2024-12-07,Basic,643.0,9758.34,
CUST_01326,Christian,Cooper,juliethomas@example.net,+1-612-270-6593x410,26,Sétif,2025-02-03,Standard,737.0,5314.47,
CUST_01327,Gina,Riley,danielsgeorge@example.net,(347)918-3018,40,Tlemcen,2025-03-07,Standard,511.0,12993.36,
CUST_01328,sonya,Pearson,ccook@example.net,+1-784-497-4997x990,40,Constantine,2023-03-08,Basic,497.0,2361.4700000000003,
CUST_01329,David,Ramirez,agibbs@example.com,318.898.1061x73563,27,Annaba,2025-05-08,Standard,627.0,30791.89,
CUST_01330,Gary,Murray,marissa72@example.net,001-561-269-4963x78811,34,Sétif,2024-06-15,Basic,770.0,3372.7200000000003,
CUST_01331,Stacie,Wolfe,gallagherdawn@example.org,516.375.3216x3361,47,Sidi Bel Abbès,2024-09-14,Standard,588.0,5738.48,
CUST_01332,Alison,Adams,websterbrandon@example.net,+1-503-772-9545x858,30,Sétif,2025-07-29,Standard,572.0,5789.639999999999,
CUST_01333,Lori,Young,hernandezmelissa@example.net,392.425.5174,42,Batna,2024-07-15,Standard,655.0,10056.08,
CUST_01334,Natalie,Soto,marilyn62@example.org,001-723-660-1863x994,38,Oran,2025-05-03,Standard,712.0,7837.26,
CUST_01335,Jennifer,Peters,jesus56@example.org,001-609-730-7968x59096,20,Tlemcen,2024-06-24,Standard,690.0,4521.21,
CUST_01336,Derek,Ramirez,hartkara@example.net,(317)373-5166,52,Annaba,2023-07-06,Standard,521.0,17039.66,
CUST_01337,Christy,Lee,echavez@example.net,(417)434-0242,18,Blida,2023-02-23,Standard,454.0,7280.049999999999,
CUST_01338,Christina,Suarez,lisabrown@example.net,323.665.4018,39,Blida,2023-09-02,Standard,833.0,9152.25,
CUST_01339,Kenneth,Stanton,eric02@example.net,835-309-4765x118,-1,Batna,2024-02-11,Standard,750.0,2800.25,
CUST_01340,Joshua,Salazar,dakota75@example.org,+1-389-213-7054x245,38,Biskra,2025-08-04,Premium,598.0,4868.55,
CUST_01341,Harold,Dalton,,894-429-9202x37666,30,Constantine,2024-07-28,Standard,726.0,3512.54,
CUST_01342,Jesus,Medina,carrollchristopher@example.org,+1-883-890-9342x4240,18,Constantine,2024-05-26,Basic,418.0,8107.29,
CUST_01343,Jacob,Ortiz,lindacraig@example.net,+1-633-243-7518x669,44,Biskra,2024-03-02,Standard,742.0,662.8,
CUST_01344,Lindsey,Cain,justinluna@example.org,(792)485-5074x3509,31,Biskra,2024-10-06,Premium,745.0,8148.17,
CUST_01345,Sharon,Roman,chelsea70@example.org,001-369-964-5359,66,Sétif,2023-11-06,Standard,,15259.92,
CUST_01346,Jonathan,Martinez,adamgill@example.net,842-988-7344x96686,35,Tlemcen,2024-06-24,Standard,473.0,2318.34,
CUST_01347,Beth,Bryant,dhaynes@example.net,+1-606-990-1497x1103,29,Oran,2023-11-16,Basic,803.0,7056.12,
CUST_01348,Timothy,Howard,aluna@example.net,618-586-0167x44923,33,Batna,2024-09-11,Basic,569.0,1059.81,
CUST_01349,Danielle,Graham,andrew45@example.org,+1-856-369-3754x0242,35,Sidi Bel Abbès,2025-05-11,Standard,456.0,5299.13,
CUST_01350,Amanda,Jackson,laurie14@example.org,(850)638-5762,46,Biskra,2025-11-04,Standard,666.0,13652.98,
CUST_01351,Charles,Jenkins,zacharyroberts@example.org,001-468-906-3585x30101,-1,Biskra,2024-08-06,Premium,574.0,23639.07,
CUST_01352,Carolyn,Miller,aaroncarter@example.net,(827)475-8670x365,25,Algiers,2025-09-13,Standard,698.0,5012.929999999999,
CUST_01353,Julie,Lewis,erin39@example.com,(989)863-3181x2335,25,Oran,2024-04-17,Standard,576.0,3760.8100000000004,
